episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time,lane_3_time
98,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,0.0,4.333333333333333,1.6865466272165577,60.0,40.0,20.0,18.0,1.0,0,0,17,23,0.0,0.0,1.0,39.0
99,1,right_lane,adaptive,True,0.05,3,1,25.0,1.0,0.6666666666666667,1.803479790687561,4.0,3.0,1.0,18.0,1.0,0,0,3,0,1.0,1.0,1.0,0.0
100,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,3.666666666666667,2.6666666666666665,5.905981443735072,58.166666666666686,40.0,18.166666666666668,18.0,1.0,0,0,29,11,1.0,1.0,9.0,29.0
101,1,right_lane,adaptive,True,0.05,40,0,22.893957345971565,9.0,1.9999999999999998,10.302382099849638,55.5,40.0,15.5,18.0,1.0,0,0,19,21,7.0,4.0,1.0,28.0
102,1,right_lane,adaptive,True,0.05,40,0,21.518957345971565,0.0,4.333333333333333,2.5635117877682205,60.0,40.0,20.0,18.0,1.0,0,0,20,20,0.0,0.0,1.0,39.0
103,1,right_lane,adaptive,True,0.05,3,1,25.0,1.0,0.0,1.7497847825288773,4.0,3.0,1.0,18.0,1.0,0,0,3,0,1.0,1.0,1.0,0.0
104,1,right_lane,adaptive,True,0.05,40,0,21.627458849513477,1.0,7.33333333333333,4.215221796184778,59.5,40.0,19.5,18.0,1.0,0,0,40,0,0.0,1.0,3.0,36.0
105,1,right_lane,adaptive,True,0.05,40,0,23.393957345971565,7.999999999999998,4.999999999999999,11.020313490997069,56.00000000000001,40.0,16.0,18.0,1.0,0,0,39,1,2.0,5.0,11.0,22.0
106,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,1.0,12.666666666666671,5.1617758348584175,59.5,40.0,19.5,18.0,1.0,0,0,40,0,0.0,0.0,3.0,37.0
107,1,right_lane,adaptive,True,0.05,40,0,23.516461004214154,7.666666666666663,8.666666666666664,11.090911634266376,56.333333333333336,40.0,16.333333333333336,18.0,1.0,0,0,40,0,3.0,4.0,8.0,25.0
108,1,right_lane,adaptive,True,0.05,40,0,20.768957345971565,3.3333333333333335,8.999999999999998,7.093856489285827,58.16666666666668,40.0,18.166666666666664,18.0,1.0,0,0,40,0,1.0,1.0,8.0,30.0
109,1,right_lane,adaptive,True,0.05,40,0,22.750000098864362,3.0,5.333333333333332,5.589840331982032,58.5,40.0,18.5,18.0,1.0,0,0,34,6,0.0,1.0,9.0,30.0
110,1,right_lane,adaptive,True,0.05,40,0,20.768957345971565,15.66666666666666,8.999999999999998,19.473943680524826,52.16666666666667,40.0,12.166666666666664,18.0,1.0,0,0,40,0,1.0,23.0,1.0,15.0
111,1,right_lane,adaptive,True,0.05,40,0,22.393957345941832,16.333333333333332,4.666666666666666,19.54520297795534,51.833333333333336,40.0,11.833333333333334,18.0,1.0,0,0,40,0,4.0,16.0,8.0,12.0
112,1,right_lane,adaptive,True,0.05,40,0,20.893957345971565,11.666666666666664,1.9999999999999998,13.818323243409395,54.499999999999986,40.0,14.499999999999996,18.0,1.0,0,0,35,5,1.0,13.0,7.0,19.0
113,1,right_lane,adaptive,True,0.05,40,0,21.89395239567974,2.3333333333333335,3.6666666666666674,4.301728223974351,58.5,40.0,18.5,18.0,1.0,0,0,19,21,0.0,2.0,4.0,34.0
114,1,right_lane,adaptive,True,0.05,18,1,21.708793882962162,1.6666666666666665,4.0,3.3686856403946877,26.333333333333332,18.0,8.333333333333334,18.0,1.0,0,0,17,1,0.0,0.0,5.0,13.0
115,1,right_lane,adaptive,True,0.05,40,0,21.768957345971565,0.6666666666666666,7.666666666666663,4.074304756897618,59.5,40.0,19.5,18.0,1.0,0,0,33,7,0.0,1.0,2.0,37.0
116,1,right_lane,adaptive,True,0.05,40,0,20.518956596934782,0.3333333333333333,13.333333333333337,4.346170246601105,59.833333333333336,40.0,19.833333333333332,18.0,1.0,0,0,40,0,0.0,0.0,1.0,39.0
117,1,right_lane,adaptive,True,0.05,40,0,20.893957345971565,5.999999999999999,3.6666666666666665,9.3787558414042,57.0,40.0,17.0,18.0,1.0,0,0,40,0,1.0,7.0,4.0,28.0
