episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time
61,1,merge_courtesy,nop,False,nan,13,0,27.42333905172183,0.12560653535228022,0.0,0.08145391196012497,18.010136306895355,18.010136306895355,0.0,nan,0.0,0,0,0,0,0.0,13.0
62,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,1.459364508060782,0.0,0.9480384290218353,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
63,1,merge_courtesy,nop,False,nan,12,0,30.0,1.698120900534063,0.0,1.1379678547382355,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
64,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.8156527096067872,0.0,0.5134406834840775,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
65,1,merge_courtesy,nop,False,nan,12,0,29.638203017832648,3.3859683810117187,0.0,2.275769457221031,17.676337448559668,17.676337448559668,0.0,nan,0.0,0,0,0,0,0.0,12.0
66,1,merge_courtesy,nop,False,nan,14,0,25.465470228741687,0.16575528691711125,0.0,0.10479101538658142,18.260663328095347,18.260663328095347,0.0,nan,0.0,0,0,0,0,0.0,14.0
67,1,merge_courtesy,nop,False,nan,13,0,27.42333905172183,0.0,0.0,0.0,18.010136306895355,18.010136306895355,0.0,nan,0.0,0,0,0,0,0.0,13.0
68,1,merge_courtesy,nop,False,nan,13,0,27.42333905172183,0.47538963108769694,0.0,0.3100435137748718,18.010136306895355,18.010136306895355,0.0,nan,0.0,0,0,0,0,0.0,13.0
69,1,merge_courtesy,nop,False,nan,13,0,27.42420215023432,0.5006261119657686,0.0,0.32953524589538574,18.01058511812185,18.01058511812185,0.0,nan,0.0,0,0,0,0,0.0,13.0
70,1,merge_courtesy,nop,False,nan,12,0,30.0,3.2522438462899013,0.0,2.1521115135401487,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
